"prim_key","date","diary_day","tran","time","amnt","type","pi","merch","device","in_person","tran_report","amnt_orig","pi_orig","in_person_orig","device_orig","bill_orig","why_not_billpref","unexpected","can_postpone","receipt_timing","fixed_amount","automatic","from_bill_section","regularity","pmnt_desc","merch_orig","frequency","inconsistency_explain","late_fee","report_date","past_service","durable_type","why_not_pref","debit_auth","fee_flag","prepaid_logo","pay_timing","monord_source","monord_date","paypal_funding","otherpi_type","otherpi_funding","mobile_method","used_heloc","borrowed_for_purchase","prior_goods","prior_goods_time","mobile_type","mobile_funding","other_device_desc","paypref_tran","dc_num_used","authorization_method","cc_num_used","cc_debt_amnt","used_sbdc","used_linked_sbdc","cc_debt_canpay","cc_debt_whynotpay","loan_amnt_due","loan_amnt_canpay","loan_amnt_whynotpay","cc_repay_plan","module","due_date","draft_date","discount","tran_min","from_account","date_authorized","ind_payee","enough_cash","accept_cash","accept_card","purpose_orig","payee_orig","to_account","multipi_breakdown","checker","hand_checked","payee","purpose","bill","hh_income","cw_location","cw_source","cd_location","cd_account","tran_account","fee_amnt","tran_inst","tran_days","check_dep_src","rem_howmade","fee_amount","income_type","income_howpaid","ppload_gpr","ppload_loc","report_dat","ow_type","coin2cash_coin_amnt","coin2cash_reimburse","coin2cash_loc","cash_move","payment","amnt_new"
"140100038",10/2/2017,3,2,1819,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"140100038",10/2/2017,3,3,1819,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"140100038",10/2/2017,3,4,1819,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"140100038",10/2/2017,3,5,1819,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"140100047",10/26/2017,1,1,1120,3.8,1,1,4,7,1,1,3.8,1,1,7,0,,,,,,,2,,"I purchased salad at a salad bar in a small cafeteria in a nursing home and rehab center where my mother is in rehab after a fall.  The person who weighed my salad plate is a food services worker at the nursing home.",4,,,,21118,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,,,,0,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,3.8
"140100047",10/27/2017,2,1,1530,1,1,1,5,7,1,1,1,1,1,7,0,,,,,,,2,,"A candy bar from the gift shop for my mother's roommate in the nursing home.  The person who received the money was a volunteer at the nursing home.",5,,,,21119,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,1,,,,,,1,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,1
"140100047",10/27/2017,2,2,,100,2,6,15,1,0,2,100,6,2,1,1,9,0,1,3,2,0,1,3,"General expenses.  Pocket money.",15,,,,21121,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,0,"Since I am unemployed, I borrowed money on this credit card to have money for my expenses at 0% APR and a transaction fee and I pay it off with money borrowed on another credit card.",,,,,"Bill Reminders",11/23/2017,11/3/2017,,,,,,,,,1,1,6,,0,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,1,100
"140100047",10/28/2017,3,1,1345,8.38,1,1,1,7,1,1,8.38,1,1,7,0,,,,,,,2,,"I bought meat at our local butcher/ beef house.",1,,,,21121,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,1,,,,,,1,,7,,,0,,7,,0,8,,,,,,,,,,,,,,,,,,,,,,1,8.38
"140100055",10/18/2017,1,1,1045,118.04,1,3,1,6,1,1,118.04,3,1,6,0,,0,0,,,,2,,"Groceries items, paid checkout clerk.",1,,,,21110,,,,,0,,,,,,,,,,,,,,,"Credit card reader at checkout station.",,,,2,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,118.04
"140100055",10/20/2017,3,1,1113,23.64,1,3,1,6,1,1,23.64,3,1,6,0,,,,,,,2,,"FARM STAND,  PAID CLERK AT CHECK OUT.",1,,,,21112,,,,,0,,,,,,,,,,,,,,,"Card reader",,,,2,,,,,,,,,1,"Purchases",,,0,2,,,,1,1,,,7,,,0,,7,,0,15,,,,,,,,,,,,,,,,,,,,,,1,23.64
"140100072",9/30/2017,0,1,,3360,3,,,,,,,,,,,,,,,,,,,,,,,,21092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,3360
"140100072",10/1/2017,1,1,400,35,1,3,5,7,1,1,35,3,1,7,0,,,,,,,2,,"bought shoes from DSW",5,,,,21093,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,3,,,,1,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,35
"140100072",10/2/2017,2,1,1200,117.13,1,3,1,1,0,1,117.13,3,2,1,0,,0,0,,,,2,,"bought home delivery poland spring water",1,,,,21094,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,"Purchases",,,0,3,,,,,,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,117.13
"140100072",10/3/2017,3,1,1200,43.7,1,3,8,1,0,1,43.7,3,2,1,1,8,,,1,2,1,2,2,"Paid to true green for lawn maintenance",8,6,,,21095,,,,,0,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,"Purchases",10/5/2017,10/3/2017,0,3,,,,,,,20,8,,,0,,8,20,1,16,,,,,,,,,,,,,,,,,,,,,,1,43.7
"140100090",10/11/2017,1,1,1810,16,1,1,7,7,1,1,16,1,1,7,0,,,,,,,2,,"I paid for the use of the volley ball court in their gym for 1.5 hours for myself and my husband",7,,,,21103,,,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"Purchases",,,0,0,,,,,,1,,8,,,0,,8,,0,17,,,,,,,,,,,,,,,,,,,,,,1,16
"140100090",10/13/2017,3,1,0,1734.53,1,7,19,1,0,1,1734.53,7,2,1,1,,0,0,3,2,0,2,2,"paid the town's realestate taxes for our home property",19,4,,,21105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",11/1/2017,10/13/2017,,,2,,,,,,24,4,,,0,1,4,24,1,17,,,,,,,,,,,,,,,,,,,,,,1,1734.53
"140100108",10/28/2017,1,1,700,20,1,1,16,7,1,4,20,1,1,7,0,,,,,,,2,,"gave wife cash so she could get coffee and bagel for breakfast, wanted cash so she didn't need to use credit card or check for small purchase",16,,,,21121,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,3,,,,,6,,,0,,6,,0,14,,,,,,,,,,,,,,,,,,,,,,1,20
"140100108",10/28/2017,1,2,1253,35.01,1,3,5,7,1,1,35.01,3,1,7,0,,,,,,,2,,"Hardware store, purchased air filters and plastic pails",5,,,,21121,,,,,0,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,"Purchases",,,0,3,,,,1,1,,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,35.01
"140100108",10/28/2017,1,3,1300,10.06,1,3,3,7,1,2,10.06,3,1,7,0,,,,,,,2,,"takeout lunch, sandwich and soda",3,,,,21121,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,3,,,,1,1,,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,10.06
"140100108",10/28/2017,1,4,1915,105,1,13,3,7,1,3,105,13,1,7,0,,0,0,,,,2,,"Dinner at country club, charge was assigned to account which is paid monthly",3,,,,21121,,,9,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,,,,,,0,0,,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,87.0698869255103
"140100108",10/30/2017,3,1,800,9062.84,2,7,15,1,0,1,9062.84,7,2,1,1,,0,1,1,2,0,2,3,"payment of monthly American Express bill",15,,,,21124,,,,,,,,,,,,,,,,,,,,,,,,,9062.84,,,,,,,,1,"Purchases",11/17/2017,11/17/2017,,,,,,,,,1,1,6,,0,1,1,1,1,14,,,,,,,,,,,,,,,,,,,,,,1,3980.33912204877
"140100108",10/30/2017,3,2,1200,12.03,1,5,3,7,1,2,12.03,5,1,7,0,,,,,,,2,,"lunch",3,,,,21124,,,9,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"Purchases",,,,3,,,,1,1,,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,12.03
"140100108",10/30/2017,3,3,2215,18,1,1,3,7,1,3,18,1,1,7,0,,,,,,,2,,"beers while watch game on television (power outage at home)",3,,,,21124,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,3,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,18
"140100108",10/30/2017,3,4,2345,17,1,1,3,7,1,4,17,1,1,7,0,,,,,,,2,,"social drinks with friends",3,,,,21124,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,3,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,17
"140100116",10/23/2017,1,1,955,6.4,1,1,1,7,1,1,6.4,1,1,7,0,,,,,,,2,,"Jill's Market (Norfolk, MA) - 20 ounce bottle of Diet Coke, ham and cheese breakfast sandwich, and one quart of fat free milk",1,,,,21115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,2,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,6.4
"140100116",10/23/2017,1,2,1224,3.75,1,1,4,7,1,2,3.75,1,1,7,0,,,,,,,2,,"Subway (located within Yatco Gulf; Norfolk, MA) - Six inch flat bread sandwich with teriyaki chicken, spinach, tomato, green peppers, and onions",4,,,,21115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,4,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,3.75
"140100116",10/23/2017,1,3,1225,5.87,1,1,2,7,1,3,5.87,1,1,7,0,,,,,,,2,,"Yatco Gulf (Norfolk, MA) - 20 ounce Diet Pepsi and cookie for dessert to go with separately purchased sandwich at Subway within same gas station/convenience store complex",2,,,,21115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,4,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,5.87
"140100116",10/24/2017,2,1,958,3.9,1,1,1,7,1,1,3.9,1,1,7,0,,,,,,,2,,"Jill's Market (Norfolk, MA) -- Breakfast sandwich and 20-ounce Diet Mountain Dew",1,,,,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,1,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,3.9
"140100116",10/24/2017,2,2,1235,1515.47,1,2,19,7,1,4,1515.47,2,1,7,0,,0,0,,,,2,,"Town of Norfolk Massachusetts -- FY 2018 Second Quarter Real Estate Taxes",19,,,,21116,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,,,2,,,0,3,,24,4,,,0,1,4,24,0,14,,,,,,,,,,,,,,,,,,,,,,1,1379.0710403347
"140100116",10/24/2017,2,3,1235,97.27,1,2,19,7,1,5,97.27,2,1,7,1,,0,0,1,2,0,2,2,"Town of Norfolk, Massachusetts -- Water charges June 2017 thru August 2017",19,4,,,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",11/9/2017,,,,2,,,,,,20,4,,,0,,4,20,1,14,,,,,,,,,,,,,,,,,,,,,,1,97.27
"140100116",10/24/2017,2,4,1246,15,1,1,4,7,1,2,15,1,1,7,0,,,,,,,2,,"Norfolk Town Pizza (Norfolk, MA) -- 2 slices of cheese pizza, Large Roast Beef Sub Sandwich, 20-ounce Diet Pepsi",4,,,,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,4,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,15
"140100116",10/24/2017,2,5,2011,11.56,1,1,5,7,1,3,11.56,1,1,7,0,,,,,,,2,,"Walgreen's (Norfolk, MA) -- Large box of Honey Nut Cheerios and Halloween Candy ",5,,,,21116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,4,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,11.56
"140100116",10/25/2017,3,1,1214,11,1,1,1,7,1,1,11,1,1,7,0,,,,,,,2,,"Jill's Market (Norfolk, MA) - Chicken parm sub sandwich, 2-liter bottle of Diet Pepsi, sugar wafer cookies",1,,,,21117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,1,,,,,,1,,7,,,0,,7,,0,14,,,,,,,,,,,,,,,,,,,,,,1,11
"140100125",10/11/2017,1,1,1325,50,2,,,,,1,,,,,,,,,,,,,,,,,,,21103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Deposits",,,,,1,,,,,,,,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,0,50
"140100125",10/11/2017,1,2,1625,25,1,1,16,7,1,1,25,1,1,7,0,,,,,,,2,,"bought multiple items",16,,,,21103,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,3,,,,28,6,,,0,,6,28,0,16,,,,,,,,,,,,,,,,,,,,,,1,25
"140100125",10/11/2017,1,3,1915,51,1,3,5,7,1,2,51,3,1,7,0,,0,1,,,,2,,"paid to have them measure my doorway for a new door",5,,,,21103,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,51
"140100125",10/11/2017,1,4,1946,50,1,3,3,7,1,3,50,3,1,7,0,,0,1,,,,2,,"bought restaurant gift cards which included free movie tickets",3,,,,21103,,,,,0,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,50
"140100125",10/11/2017,1,5,,400,3,,,,,,,,,,,,,,,,,,,,,,,,21103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Checking Deposits",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,400
"140100125",10/12/2017,2,1,1930,7.91,1,3,19,1,0,2,7.91,3,2,1,0,,,,,,,2,,"paid for postage on-line for a package to be sent by me",19,,,,21105,,,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,"Purchases",,,0,0,,,,,,,,4,,,0,,4,,0,16,,,,,,,,,,,,,,,,,,,,,,1,7.91
"140100125",10/12/2017,2,2,2006,32.14,1,3,2,6,1,1,32.14,3,1,6,0,,,,,,,2,,"paid for gasoline pumped",2,,,,21105,,,,,0,,,,,,,,,,,,,,,"point of sale at the pump",,,,2,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,32.14
"140100125",10/13/2017,3,1,930,21.39,1,3,6,6,1,2,21.39,3,1,6,0,,,,,,,2,,"oil change at Jiffy Lube",6,,,,21105,,,,,0,,,,,,,,,,,0,,,,"chip reading point of sale device",,,,1,,,,,,,,,,"Purchases",,,0,3,,,,0,1,,,8,,,0,,8,,0,16,,,,,,,,,,,,,,,,,,,,,,1,21.39
"140100125",10/13/2017,3,2,1000,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cash Withdrawals",,,,,,,,,,,,,1,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,0,5
"140100125",10/13/2017,3,3,1152,11.71,1,1,3,7,1,1,11.71,1,1,7,0,,,,,,,2,,"submarine sandwich from Jersey Mike's Subs",3,,,,21105,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Purchases",,,0,3,,,,,,1,,7,,,0,,7,,0,16,,,,,,,,,,,,,,,,,,,,,,1,11.71
"140100125",10/13/2017,3,4,1233,25,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prepaid Loads",,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,2,21105,,,,,,1,25
"140100143",10/18/2017,1,1,201,10,1,5,1,7,1,1,10,5,1,7,0,,,,,,,2,,"I paid the cashier for the cookies",1,,,,21110,,,7,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"Purchases",,,,0,,,,1,1,,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,10
"140100143",10/18/2017,1,2,1402,1475,1,3,1,7,1,2,1475,3,1,7,0,,,,,,,2,,"I paid the cashier for the Bounty and Charmin ultra soft",1,,,,21110,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,1,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,785.141665458175
"140100143",10/19/2017,2,1,1220,1,1,1,17,7,1,2,1,1,1,7,0,,,,,,,2,,"I gave donation to the person, who asked for it",17,,,,21111,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,,,,0,26,5,,,0,,5,26,0,4,,,,,,,,,,,,,,,,,,,,,,1,1
"140100143",10/19/2017,2,2,1334,2.29,1,5,1,7,1,1,2.29,5,1,7,0,,,,,,,2,,"I paid the cashier for the grapes",1,,,,21111,,,7,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"Purchases",,,,0,,,,1,1,,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,2.29
"140100143",10/20/2017,3,1,1237,2.96,1,3,1,7,1,2,2.96,3,1,7,0,,,,,,,2,,"i paid the cashier for SOS PADS",1,,,,21112,,,,,0,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,2.96
"140100143",10/20/2017,3,2,1337,5.2,1,5,1,7,1,1,5.2,5,1,7,0,,,,,,,2,,"I paid the cashier for salt and dressing",1,,,,21112,,,7,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,"Purchases",,,,0,,,,1,1,,,7,,,0,,7,,0,4,,,,,,,,,,,,,,,,,,,,,,1,5.2
"140100144",10/7/2017,0,1,,245,3,,,,,,,,,,,,,,,,,,,,,,,,21099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Income",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,0,245
"140100144",10/8/2017,1,1,1500,3,1,1,1,7,1,1,3,1,1,7,0,,,,,,,2,,"bought 3 $1 lottery tickets",1,,,,21100,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,,,,2,,7,,,0,,7,,0,7,,,,,,,,,,,,,,,,,,,,,,1,3
"140100144",10/8/2017,1,2,1700,21.09,1,4,5,7,1,2,21.09,4,1,7,0,,,,,,,2,,"purchased food and house hold items at the Dollar Tree",5,,,,21100,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,7,,,,,,,,,,,,,,,,,,,,,,1,21.09
"140100144",10/8/2017,1,3,1830,5,1,1,6,7,1,3,5,1,1,7,0,,,,,,,2,,"Had to add $5 to the Moneycard to do Laundry",6,,,,21100,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,"Purchases",,,0,,,,,,,0,,8,,,0,,8,,0,7,,,,,,,,,,,,,,,,,,,,,,1,5
"140100144",10/10/2017,3,1,1645,11,1,1,1,7,1,1,11,1,1,7,0,,,,,,,2,,"I paid with cash and debit card for groceries",1,,,,21102,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Purchases",,,0,0,,,,,,1,,7,,,0,,7,,0,7,,,,,,,,,,,,,,,,,,,,,,1,11
"140100144",10/10/2017,3,2,1645,15,1,4,1,7,1,2,15,4,1,7,0,,,,,,,2,,"I used both $11 in cash and 15 in Debit Card transactions for groceries.",1,,,,21102,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,"Purchases",,,0,0,,,,0,1,,,7,,,0,,7,,0,7,,,,,,,,,,,,,,,,,,,,,,1,15
"140100168",10/24/2017,1,1,0,80.41,1,3,10,7,0,9,80.41,3,2,1,1,,0,1,3,1,1,2,3,"Verizon Internet service bill",10,,,,21120,,,,,0,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,"Purchases",11/11/2017,10/22/2017,0,0,,,,,,,,8,,,0,,8,,1,17,,,,,,,,,,,,,,,,,,,,,,1,80.41
"140100168",10/24/2017,1,2,1000,2.48,1,3,2,7,1,1,2.48,3,1,7,0,,,,,,,2,,"Gas for moped",2,,,,21120,,,,,0,,,,,,,,,,,,,,,,9,,1,1,,,,,,,,,,"Purchases",,,0,0,,,,1,1,,,7,,,0,,7,,0,17,,,,,,,,,,,,,,,,,,,,,,1,2.48
